"";"x";"KvK..uit.bestand.2015.";"AGBCODE_INDIENER";"NAAM";"STRAAT";"POSTCODE";"PLAATS";"Hoort.bij";"Naam.zorgaanbieder";"Plaats.zorgaanbieder";"URL.naar.wachttijden";"Vestigingslocatie";"Type.GGZ";"Circuit";"Nadere.typering";"Typering";"Aanmeldtijd";"Behandeltijd";"Datum.actualisatie";"Peildatum";"AFWIJKEND_ZV";"Opmerkingen.MQ";"SGGZ_MEASURE_TYPE";"BGGZ_MEASURE_TYPE";"AGB_SOORT";"MQ_LIJST";"INST";"Wachttijden.toelichting";"Website.vindbaar";"ROW_ID";"grote_instelling"
"54";3;"28103824";6290833;"RIVIERDUINEN                                                ";"Sandifortdreef          ";"2333ZZ";"LEIDEN                  ";NA;"Stichting Rivierduinen";"Leiden";"http://www.rivierduinen.nl/kristal/clienten/wachttijden";"GGZ Rivierduinen Kristal (Psychiatrie en Verstandelijke Beperking), loc. Leiden";"SGGZ";"Volwassenen";"";"lvb";"30";"0";"2-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"Uitzonderingen:
- Er is sprake van psychiatrisch ontregeling (psychose, ernstige depressie, kans op suïcide, et cetera)
- Cliënten die voor intake/onderzoek bij een reguliere GGZ-instelling zijn geweest en zijn doorverwezen hebben voorrang. 
 (NB Cliënten die daar in behandeling zijn hebben geen voorrang).
";"FULL";"FULL";6;1;1;NA;NA;54;1
"55";3;"28103824";6290833;"RIVIERDUINEN                                                ";"Sandifortdreef          ";"2333ZZ";"LEIDEN                  ";NA;"Stichting Rivierduinen";"Leiden";"http://www.rivierduinen.nl/kristal/clienten/wachttijden";"GGZ Rivierduinen Kristal (Psychiatrie en Verstandelijke Beperking), loc. Gouda";"SGGZ";"Volwassenen";"";"lvb";"30";"0";"2-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"Uitzonderingen:
- Er is sprake van psychiatrisch ontregeling (psychose, ernstige depressie, kans op suïcide, et cetera)
- Cliënten die voor intake/onderzoek bij een reguliere GGZ-instelling zijn geweest en zijn doorverwezen hebben voorrang. 
 (NB Cliënten die daar in behandeling zijn hebben geen voorrang).
";"FULL";"FULL";6;1;1;NA;NA;55;1
"56";3;"28103824";6290833;"RIVIERDUINEN                                                ";"Sandifortdreef          ";"2333ZZ";"LEIDEN                  ";NA;"Stichting Rivierduinen";"Leiden";"http://www.rivierduinen.nl/clienten/sggz/wachttijden/ouderen-ouder-dan-65-jaar";"Rivierduinen, loc. Katwijk/Lisse/Voorhout";"SGGZ";"Ouderen";"";"";"2,5";"4";"6-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;56;1
"57";3;"28103824";6290833;"RIVIERDUINEN                                                ";"Sandifortdreef          ";"2333ZZ";"LEIDEN                  ";NA;"Stichting Rivierduinen";"Leiden";"http://www.rivierduinen.nl/clienten/sggz/wachttijden/ouderen-ouder-dan-65-jaar";"Rivierduinen, loc. Leiden";"SGGZ";"Ouderen";"";"";"9";"6";"6-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;57;1
"58";3;"28103824";6290833;"RIVIERDUINEN                                                ";"Sandifortdreef          ";"2333ZZ";"LEIDEN                  ";NA;"Stichting Rivierduinen";"Leiden";"http://www.rivierduinen.nl/clienten/sggz/wachttijden/ouderen-ouder-dan-65-jaar";"Rivierduinen, loc. Zoetermeer";"SGGZ";"Ouderen";"";"";"2";"4";"6-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;58;1
"59";3;"28103824";6290833;"RIVIERDUINEN                                                ";"Sandifortdreef          ";"2333ZZ";"LEIDEN                  ";NA;"Stichting Rivierduinen";"Leiden";"http://www.rivierduinen.nl/clienten/sggz/wachttijden/ouderen-ouder-dan-65-jaar";"Rivierduinen, loc. Leidschendam";"SGGZ";"Ouderen";"";"";"2";"4";"6-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;59;1
"60";3;"28103824";6290833;"RIVIERDUINEN                                                ";"Sandifortdreef          ";"2333ZZ";"LEIDEN                  ";NA;"Stichting Rivierduinen";"Leiden";"http://www.rivierduinen.nl/clienten/sggz/wachttijden/ouderen-ouder-dan-65-jaar";"Rivierduinen, loc. Alphen aan den Rijn";"SGGZ";"Ouderen";"";"";"3";"4";"6-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;60;1
"61";3;"28103824";6290833;"RIVIERDUINEN                                                ";"Sandifortdreef          ";"2333ZZ";"LEIDEN                  ";NA;"Stichting Rivierduinen";"Leiden";"http://www.rivierduinen.nl/clienten/sggz/wachttijden/ouderen-ouder-dan-65-jaar";"Rivierduinen, loc. Gouda";"SGGZ";"Ouderen";"";"";"2";"5";"6-9-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;61;1
"62";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Ambulante Psychiatrie, loc. Groningen";"SGGZ";"Ouderen";"Ambulante psychatrie";"";"1";"3";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;62;1
"63";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Team 290, loc. Groningen";"SGGZ";"Ouderen";"Dementie";"";"2";"11";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;63;1
"64";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Ambulante Psychiatrie, loc. Stadskanaal";"SGGZ";"Ouderen";"Ambulante psychatrie";"";"0";"0";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;64;1
"65";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Ambulante Psychiatrie, loc. Winschoten";"SGGZ";"Ouderen";"Ambulante psychatrie";"";"1";"0";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;65;1
"66";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Maarsheerd, loc. Winschoten";"SGGZ";"Ouderen";"";"";"1";"1";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;66;1
"67";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Team 290, loc. Winschoten";"SGGZ";"Ouderen";"Dementie";"";"1";"7";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;67;1
"68";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Kliniek Centrum voor Neuropsychiatrie (CNP), loc. Zuidlaren";"SGGZ";"Ouderen";"Neuropsychiatrische stoornissen";"klinisch";"1";"0";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;68;1
"69";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Poli Korsakov, loc. Zuidlaren";"SGGZ";"Ouderen";"Korsakov";"";"6";"0";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;69;1
"70";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Ambulante Psychiatrie, loc. Apeldoorn";"SGGZ";"Volwassenen";"Ambulante psychatrie";"";"4";"5";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;70;1
"71";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Basis GGZ, loc. Apeldoorn";"BGGZ";"Volwassenen";"";"";"3";"0";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;71;1
"72";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Apeldoorn";"SGGZ";"Volwassenen";"Angststoornissen";"";"3";"5";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;72;1
"73";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Apeldoorn";"SGGZ";"Volwassenen";"Depressie";"";"4";"6";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;73;1
"74";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Apeldoorn";"SGGZ";"Volwassenen";"Eetstoornissen";"";"4";"7";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;74;1
"75";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Apeldoorn";"SGGZ";"Volwassenen";"Persoonlijkheidsproblematiek";"";"4";"8";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;75;1
"76";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Apeldoorn";"SGGZ";"Volwassenen";"Psychotrauma";"";"4";"2";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;76;1
"77";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Apeldoorn";"SGGZ";"Volwassenen";"Seksuologie";"";"6";"3";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;77;1
"78";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Apeldoorn";"SGGZ";"Volwassenen";"Somatiek en Psyche";"";"3";"0";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;78;1
"79";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Basis GGZ, loc. Arnhem";"BGGZ";"Volwassenen";"";"";"6";"0";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;79;1
"80";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Arnhem";"SGGZ";"Volwassenen";"ADHD";"";"4";"5";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;80;1
"81";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Arnhem";"SGGZ";"Volwassenen";"Angststoornissen";"";"5";"5";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;81;1
"82";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Arnhem";"SGGZ";"Volwassenen";"Depressie";"";"5";"8";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;82;1
"83";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Arnhem";"SGGZ";"Volwassenen";"Eetstoornissen";"";"8";"0";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;83;1
"84";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Arnhem";"SGGZ";"Volwassenen";"Persoonlijkheidsproblematiek";"";"3";"6";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;84;1
"85";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Arnhem";"SGGZ";"Volwassenen";"Psychotrauma";"";"7";"5";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;85;1
"86";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Arnhem";"SGGZ";"Volwassenen";"Seksuologie";"";"4";"3";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;86;1
"87";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Arnhem";"SGGZ";"Volwassenen";"Somatiek en Psyche";"";"7";"11";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;87;1
"88";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Ambulante Psychiatrie, loc. Delfzijl";"SGGZ";"Volwassenen";"Ambulante psychatrie";"";"5";"4";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;88;1
"89";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, FACT, loc. Delfzijl";"SGGZ";"Volwassenen";"";"";"3";"2";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;89;1
"90";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Autisme Team Noord-Nederland, loc. Drachten";"SGGZ";"Volwassenen";"Autisme";"";"13";"10";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;90;1
"91";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, Basis GGZ, loc. Emmen";"BGGZ";"Volwassenen";"";"";"6";"0";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;91;1
"92";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Emmen";"SGGZ";"Volwassenen";"ADHD";"";"6";"2";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;92;1
"93";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Emmen";"SGGZ";"Volwassenen";"Angststoornissen";"";"4";"2";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;93;1
"94";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Emmen";"SGGZ";"Volwassenen";"Depressie";"";"5";"3";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;94;1
"95";4;"01123419";6290308;"STICHTING LENTIS MAATSCHAPPELIJKE ONDERNEMING               ";"E                       ";"9471KA";"ZUIDLAREN               ";NA;"Bestuursstichting Lentis";"Zuidlaren";"http://www.lentis.nl/over-lentis/kwaliteit-van-zorg/wachttijden/";"Lentis, PsyQ, loc. Emmen";"SGGZ";"Volwassenen";"Eetstoornissen";"";"10";"4";"2-8-2016";"23-9-2016";"De wachttijd is niet afhankelijk van waar de cliënt is verzekerd";"";"FULL";"FULL";6;1;1;NA;NA;95;1
